url,img_url,title,rating,price,availability,category
https://books.toscrape.com/../../../tipping-the-velvet_999/index.html,https://books.toscrape.com/../../../../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg,Tipping the Velvet,One stars,Â£53.74,In stock,Historical Fiction
https://books.toscrape.com/../../../forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,https://books.toscrape.com/../../../../media/cache/d6/58/d658a1485b130ff26ca5fb0d5975ed2e.jpg,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Three stars,Â£29.69,In stock,Historical Fiction
https://books.toscrape.com/../../../a-flight-of-arrows-the-pathfinders-2_876/index.html,https://books.toscrape.com/../../../../media/cache/82/96/8296f92b70fb1dafefecda92c1d51941.jpg,A Flight of Arrows (The Pathfinders #2),Five stars,Â£55.53,In stock,Historical Fiction
https://books.toscrape.com/../../../the-house-by-the-lake_846/index.html,https://books.toscrape.com/../../../../media/cache/0d/cb/0dcb33d60b0e79adf8ab9842e697ea2e.jpg,The House by the Lake,One stars,Â£36.95,In stock,Historical Fiction
https://books.toscrape.com/../../../mrs-houdini_821/index.html,https://books.toscrape.com/../../../../media/cache/0e/fe/0efe86960cdff718aed01a5c3f65b1c3.jpg,Mrs. Houdini,Five stars,Â£30.25,In stock,Historical Fiction
https://books.toscrape.com/../../../the-marriage-of-opposites_759/index.html,https://books.toscrape.com/../../../../media/cache/0f/c2/0fc21ec3489cb23116778ee84f425eca.jpg,The Marriage of Opposites,Four stars,Â£28.08,In stock,Historical Fiction
https://books.toscrape.com/../../../glory-over-everything-beyond-the-kitchen-house_696/index.html,https://books.toscrape.com/../../../../media/cache/96/41/964194a317f8ce5ed031bf4c9ceb43ab.jpg,Glory over Everything: Beyond The Kitchen House,Three stars,Â£45.84,In stock,Historical Fiction
https://books.toscrape.com/../../../love-lies-and-spies_622/index.html,https://books.toscrape.com/../../../../media/cache/7a/22/7a224a6e174af91950e9b124afe54e0e.jpg,"Love, Lies and Spies",Two stars,Â£20.55,In stock,Historical Fiction
https://books.toscrape.com/../../../a-paris-apartment_612/index.html,https://books.toscrape.com/../../../../media/cache/16/57/16575316618bd7e922d5b0e0f87de2ca.jpg,A Paris Apartment,Four stars,Â£39.01,In stock,Historical Fiction
https://books.toscrape.com/../../../lilac-girls_597/index.html,https://books.toscrape.com/../../../../media/cache/6c/2e/6c2e764e3ea89859b52df8de4f12af7a.jpg,Lilac Girls,Two stars,Â£17.28,In stock,Historical Fiction
https://books.toscrape.com/../../../the-constant-princess-the-tudor-court-1_493/index.html,https://books.toscrape.com/../../../../media/cache/fc/80/fc80b999ff4b8ef24b7071f62d2bf6d1.jpg,The Constant Princess (The Tudor Court #1),Three stars,Â£16.62,In stock,Historical Fiction
https://books.toscrape.com/../../../the-invention-of-wings_448/index.html,https://books.toscrape.com/../../../../media/cache/62/fa/62fa1e72f06f05762db5d9cedf654153.jpg,The Invention of Wings,One stars,Â£37.34,In stock,Historical Fiction
https://books.toscrape.com/../../../world-without-end-the-pillars-of-the-earth-2_420/index.html,https://books.toscrape.com/../../../../media/cache/be/7c/be7ce6fbc9a8e1a5a5b5c32e73cfd78a.jpg,World Without End (The Pillars of the Earth #2),Four stars,Â£32.97,In stock,Historical Fiction
https://books.toscrape.com/../../../the-passion-of-dolssa_351/index.html,https://books.toscrape.com/../../../../media/cache/6b/82/6b822681c4035131560d40dd3b5a6a2e.jpg,The Passion of Dolssa,Five stars,Â£28.32,In stock,Historical Fiction
https://books.toscrape.com/../../../girl-with-a-pearl-earring_322/index.html,https://books.toscrape.com/../../../../media/cache/b7/ad/b7ad37d93d8401c84d7325aa645ff6d5.jpg,Girl With a Pearl Earring,One stars,Â£26.77,In stock,Historical Fiction
https://books.toscrape.com/../../../voyager-outlander-3_299/index.html,https://books.toscrape.com/../../../../media/cache/b5/d8/b5d813da01f2ccd7bcfe34e2b875e752.jpg,Voyager (Outlander #3),Five stars,Â£21.07,In stock,Historical Fiction
https://books.toscrape.com/../../../the-red-tent_273/index.html,https://books.toscrape.com/../../../../media/cache/b2/8f/b28f211e50e74445ca071d4279d1080d.jpg,The Red Tent,Five stars,Â£35.66,In stock,Historical Fiction
https://books.toscrape.com/../../../the-last-painting-of-sara-de-vos_259/index.html,https://books.toscrape.com/../../../../media/cache/bf/fd/bffd473ab232c5f35e8c81bb927f1624.jpg,The Last Painting of Sara de Vos,Two stars,Â£55.55,In stock,Historical Fiction
https://books.toscrape.com/../../../the-guernsey-literary-and-potato-peel-pie-society_253/index.html,https://books.toscrape.com/../../../../media/cache/18/f7/18f7bf6366cd7a8b947fd790d808047b.jpg,The Guernsey Literary and Potato Peel Pie Society,One stars,Â£49.53,In stock,Historical Fiction
https://books.toscrape.com/../../../girl-in-the-blue-coat_160/index.html,https://books.toscrape.com/../../../../media/cache/bf/7a/bf7a5bc1d1ebac5e9b6fbb147828a123.jpg,Girl in the Blue Coat,Two stars,Â£46.83,In stock,Historical Fiction
https://books.toscrape.com/../../../between-shades-of-gray_128/index.html,https://books.toscrape.com/../../../../media/cache/f9/19/f919f64fc0e3642cdc604134bfd93774.jpg,Between Shades of Gray,Five stars,Â£20.79,In stock,Historical Fiction
https://books.toscrape.com/../../../while-you-were-mine_97/index.html,https://books.toscrape.com/../../../../media/cache/45/e8/45e87bcad554d79eadf0f89df9cac6f9.jpg,While You Were Mine,Five stars,Â£41.32,In stock,Historical Fiction
https://books.toscrape.com/../../../the-secret-healer_80/index.html,https://books.toscrape.com/../../../../media/cache/69/d2/69d225899cce0a150c605ead01e02f60.jpg,The Secret Healer,Three stars,Â£34.56,In stock,Historical Fiction
https://books.toscrape.com/../../../starlark_56/index.html,https://books.toscrape.com/../../../../media/cache/b4/9e/b49e66e8f446d9a3dae488955f2aa487.jpg,Starlark,Three stars,Â£25.83,In stock,Historical Fiction
https://books.toscrape.com/../../../lost-among-the-living_31/index.html,https://books.toscrape.com/../../../../media/cache/5a/40/5a40d914bc3491e5909f1167f9cb34f2.jpg,Lost Among the Living,Four stars,Â£27.70,In stock,Historical Fiction
https://books.toscrape.com/../../../a-spys-devotion-the-regency-spies-of-london-1_3/index.html,https://books.toscrape.com/../../../../media/cache/1b/5f/1b5ff86f3c75e51e24c573d3f8bffd8f.jpg,A Spy's Devotion (The Regency Spies of London #1),Five stars,Â£16.97,In stock,Historical Fiction
https://books.toscrape.com/../../../scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,https://books.toscrape.com/../../../../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five stars,Â£52.29,In stock,Sequential Art
https://books.toscrape.com/../../../tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,https://books.toscrape.com/../../../../media/cache/36/df/36df4caaf1420b1183a8235355d39e69.jpg,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),One stars,Â£16.28,In stock,Sequential Art
https://books.toscrape.com/../../../this-one-summer_947/index.html,https://books.toscrape.com/../../../../media/cache/c4/dd/c4ddd9ced89966b0602ec85e00cd5b61.jpg,This One Summer,Four stars,Â£19.49,In stock,Sequential Art
https://books.toscrape.com/../../../the-nameless-city-the-nameless-city-1_940/index.html,https://books.toscrape.com/../../../../media/cache/f4/79/f479de5f305c2ac0512702cf7155bb74.jpg,The Nameless City (The Nameless City #1),Four stars,Â£38.16,In stock,Sequential Art
https://books.toscrape.com/../../../saga-volume-5-saga-collected-editions-5_923/index.html,https://books.toscrape.com/../../../../media/cache/e1/ea/e1ea6cb36e62ae6dc7b805f68ab9a700.jpg,"Saga, Volume 5 (Saga (Collected Editions) #5)",Two stars,Â£51.04,In stock,Sequential Art
https://books.toscrape.com/../../../rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,https://books.toscrape.com/../../../../media/cache/f3/ef/f3efd43ae0fa85d9b325d5e8783e7af5.jpg,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Three stars,Â£50.40,In stock,Sequential Art
https://books.toscrape.com/../../../princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,https://books.toscrape.com/../../../../media/cache/78/0b/780b2c28122750c2c383846155815bf7.jpg,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Five stars,Â£13.61,In stock,Sequential Art
https://books.toscrape.com/../../../pop-gun-war-volume-1-gift_918/index.html,https://books.toscrape.com/../../../../media/cache/c8/2f/c82f629a31b3f47bdb17ac14aa51076d.jpg,"Pop Gun War, Volume 1: Gift",One stars,Â£18.97,In stock,Sequential Art
https://books.toscrape.com/../../../patience_916/index.html,https://books.toscrape.com/../../../../media/cache/01/72/01726c619a05114dca75bd840095016d.jpg,Patience,Three stars,Â£10.16,In stock,Sequential Art
https://books.toscrape.com/../../../outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,https://books.toscrape.com/../../../../media/cache/cb/00/cb004189f548d75ad430d3ed19e6daa9.jpg,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Four stars,Â£15.44,In stock,Sequential Art
https://books.toscrape.com/../../../orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,https://books.toscrape.com/../../../../media/cache/03/88/03886a8502ca54dbce0d91c2568ab69d.jpg,orange: The Complete Collection 1 (orange: The Complete Collection #1),One stars,Â£48.41,In stock,Sequential Art
https://books.toscrape.com/../../../lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,https://books.toscrape.com/../../../../media/cache/d3/15/d3158e8d3546fb90cced3c1d44a92a34.jpg,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Two stars,Â£46.91,In stock,Sequential Art
https://books.toscrape.com/../../../lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,https://books.toscrape.com/../../../../media/cache/7e/a0/7ea062007ef00107e3c16d336b41fab2.jpg,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Three stars,Â£45.61,In stock,Sequential Art
https://books.toscrape.com/../../../lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,https://books.toscrape.com/../../../../media/cache/5f/b1/5fb1bf88dcfda795606745ce35be5975.jpg,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Two stars,Â£19.92,In stock,Sequential Art
https://books.toscrape.com/../../../i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,https://books.toscrape.com/../../../../media/cache/aa/74/aa74004807e97a79aa084b5db329a99b.jpg,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Two stars,Â£29.17,In stock,Sequential Art
https://books.toscrape.com/../../../i-am-a-hero-omnibus-volume-1_898/index.html,https://books.toscrape.com/../../../../media/cache/16/d4/16d443437126bf6d536a89312c1995a5.jpg,I am a Hero Omnibus Volume 1,Three stars,Â£54.63,In stock,Sequential Art
https://books.toscrape.com/../../../giant-days-vol-2-giant-days-5-8_895/index.html,https://books.toscrape.com/../../../../media/cache/90/6f/906f0168b0e155a7077625499b1737b5.jpg,"Giant Days, Vol. 2 (Giant Days #5-8)",Two stars,Â£22.11,In stock,Sequential Art
https://books.toscrape.com/../../../danganronpa-volume-1_889/index.html,https://books.toscrape.com/../../../../media/cache/78/97/7897eea91c4a85aca58d925861d4afec.jpg,Danganronpa Volume 1,Four stars,Â£51.99,In stock,Sequential Art
https://books.toscrape.com/../../../codename-baboushka-volume-1-the-conclave-of-death_887/index.html,https://books.toscrape.com/../../../../media/cache/f6/88/f688a9d6a89fdf38e4e88439ee9eda69.jpg,"Codename Baboushka, Volume 1: The Conclave of Death",Four stars,Â£36.72,In stock,Sequential Art
https://books.toscrape.com/../../../camp-midnight_886/index.html,https://books.toscrape.com/../../../../media/cache/dd/c9/ddc95df6754df8e71bf969c088056188.jpg,Camp Midnight,Four stars,Â£17.08,In stock,Sequential Art
https://books.toscrape.com/../../../bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,https://books.toscrape.com/../../../../media/cache/e4/1d/e41d34204a1fffbf825d8beb3dbf4cbc.jpg,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Two stars,Â£37.92,In stock,Sequential Art
https://books.toscrape.com/../../../the-shadow-hero-the-shadow-hero_860/index.html,https://books.toscrape.com/../../../../media/cache/1f/62/1f621dda1b302fc16d83d94b0b5ac31c.jpg,The Shadow Hero (The Shadow Hero),One stars,Â£33.14,In stock,Sequential Art
https://books.toscrape.com/../../../fables-vol-1-legends-in-exile-fables-1_806/index.html,https://books.toscrape.com/../../../../media/cache/51/8c/518c184a793b751b43045637c8002eb7.jpg,"Fables, Vol. 1: Legends in Exile (Fables #1)",Four stars,Â£41.62,In stock,Sequential Art
https://books.toscrape.com/../../../batman-the-long-halloween-batman_793/index.html,https://books.toscrape.com/../../../../media/cache/78/a7/78a7f184a4d6d62412861c68f1c3ad90.jpg,Batman: The Long Halloween (Batman),Two stars,Â£36.50,In stock,Sequential Art
https://books.toscrape.com/../../../batman-the-dark-knight-returns-batman_792/index.html,https://books.toscrape.com/../../../../media/cache/be/a9/bea95dbd7b2a843519c9a1dcfc433f9b.jpg,Batman: The Dark Knight Returns (Batman),Five stars,Â£15.38,In stock,Sequential Art
https://books.toscrape.com/../../../wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,https://books.toscrape.com/../../../../media/cache/19/39/19396172462f4cc0504d4e6e8b0e1647.jpg,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Four stars,Â£37.34,In stock,Sequential Art
https://books.toscrape.com/../../../we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,https://books.toscrape.com/../../../../media/cache/66/d6/66d6d2b4c0acfa8f40ad0285186ed2d8.jpg,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",One stars,Â£53.90,In stock,Sequential Art
https://books.toscrape.com/../../../through-the-woods_772/index.html,https://books.toscrape.com/../../../../media/cache/4c/af/4caf8f2a5ee8828d408cc8faadd3419c.jpg,Through the Woods,Two stars,Â£25.38,In stock,Sequential Art
https://books.toscrape.com/../../../superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,https://books.toscrape.com/../../../../media/cache/7e/c0/7ec0e9ca6153a23b2024b7df7407ee84.jpg,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Five stars,Â£11.89,In stock,Sequential Art
https://books.toscrape.com/../../../so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,https://books.toscrape.com/../../../../media/cache/b2/48/b2484d13793ff1c4271a3d4023d4d24e.jpg,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Four stars,Â£35.43,In stock,Sequential Art
https://books.toscrape.com/../../../robin-war_730/index.html,https://books.toscrape.com/../../../../media/cache/45/1d/451d3543022242b8b245793e6b5c26bb.jpg,Robin War,Three stars,Â£47.82,In stock,Sequential Art
https://books.toscrape.com/../../../red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,https://books.toscrape.com/../../../../media/cache/da/78/da78757466c3b0a2c89f0ddf6b5e642f.jpg,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Two stars,Â£25.48,In stock,Sequential Art
https://books.toscrape.com/../../../naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,https://books.toscrape.com/../../../../media/cache/c8/22/c822360ce0f91c40f7a0491c22287646.jpg,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Two stars,Â£38.39,In stock,Sequential Art
https://books.toscrape.com/../../../lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,https://books.toscrape.com/../../../../media/cache/b2/97/b2978e96069dd91785e5ab0bc99c022e.jpg,Lowriders to the Center of the Earth (Lowriders in Space #2),Two stars,Â£51.51,In stock,Sequential Art
https://books.toscrape.com/../../../el-deafo_691/index.html,https://books.toscrape.com/../../../../media/cache/34/eb/34eb0f1b570d4f1f6ad106652f1ac6ff.jpg,El Deafo,Five stars,Â£57.62,In stock,Sequential Art
https://books.toscrape.com/../../../batman-europa_668/index.html,https://books.toscrape.com/../../../../media/cache/f1/fe/f1fecf0ce9b5771e4d2c9619e8550988.jpg,Batman: Europa,Two stars,Â£32.01,In stock,Sequential Art
